Intercept,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles , BMI ,under-five deaths ,Total expenditure,Diphtheria , HIV/AIDS,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
1.0,-0.3609356607769817,-0.10390701188595458,-1.0012981161485266,-0.197254073026838,-0.21001171559940585,0.7429200109657216,-0.13030590166310402,-0.2592456109033919,0.50270852360301,-0.31238861476066243,-0.15768318482483695,0.24997930516385614,0.21327687961592198,0.4012865187479728,0.35072291820808166
1.0,-0.33698785077344456,-0.10390701188595458,-1.0112286838359053,-0.37293906805191296,-0.19910198640572516,0.6922826350989466,-0.13030590166310402,-0.7638812749653904,0.409998535858072,-0.31238861476066243,-0.15853301202654385,0.24997930516385614,0.21327687961592198,0.3575786019788713,0.1718025828148365
1.0,-0.3130400407699075,-0.10390701188595458,-1.0161939676795944,-0.21530137672533128,-0.220623906724168,-1.6370366547727053,-0.13030590166310402,-0.9291929580201832,0.50270852360301,-0.31238861476066243,-0.20754474907927592,0.24997930516385614,0.21327687961592198,0.31933417480590753,0.06445038157888983
1.0,-0.28909223076637036,-0.10390701188595458,-1.0360551030543517,-0.24377914245278845,-0.1269985943711263,0.5910078833653964,-0.13030590166310402,-1.1293071006654585,0.50270852360301,-0.31238861476066243,0.27150132973761,0.2717286785725617,0.23477141417689582,0.2974802164213574,0.06445038157888983
1.0,-0.25716181742832084,-0.1121844351999613,-1.0012981161485266,-0.3959892452547795,0.007686971492677371,0.545434245085299,-0.13644657472673166,-1.1815107900511823,0.17822356649572688,-0.31238861476066243,0.26455236932871123,0.2717286785725617,0.23477141417689582,0.2646992788445313,-0.042901819657057506
1.0,-1.2310394242388307,-0.1121844351999613,-1.0137113257577497,-0.2721220180556237,0.10557699616688518,0.494796869218524,-0.13030590166310402,-1.0510015665868724,0.08551357875078884,-0.31238861476066243,-0.16142230526027176,0.29347805198126753,0.2562659487378697,0.2264548516715675,-0.15025402089300482
1.0,1.4351500894883027,0.2851318838723613,0.9426105086558481,-0.3838116481695708,0.9396753827019285,-0.7812650026242071,0.34866659729985217,-1.15105863790951,-0.9342962864435296,0.002674887221192244,-0.16980870747313684,0.793713640381498,0.7291457090792962,-0.5712146293645335,-0.2576062221289515
1.0,1.4910283128298893,0.30168673050037476,0.8855097444534207,-0.37699241281955603,0.6246817470734746,-0.811647428144272,0.37322928955436274,-0.7377794302725286,-0.33168136610143234,0.05242175595516927,-0.17112377393291053,0.8154630137902036,0.7721347782012439,-0.5930685877490842,-0.2576062221289515
1.0,1.5149761228334266,0.3265190004423949,0.9202667313592461,-0.2518064952446581,0.22151766368881926,-0.8420298536643371,0.4039326548725009,-1.1554089453583205,-0.4243913538463704,0.10216862468914636,-0.20434710405020423,0.8589617606076152,0.7936293127622177,-0.6750209316911495,-0.6512309599940906
1.0,1.5389239328369637,0.3513512703844151,0.8755791767660421,-0.2610355682323138,-0.07691301943650121,-0.8673485415977246,0.4346360201906391,-1.1206064857678377,-0.6098113293362465,0.085586335111154,0.13579033826341408,0.8807111340163208,0.8366183818841658,-0.7460462964409393,-0.973287563701932
1.0,1.570854346175013,0.37618354032643525,0.8110304867980807,-0.2884636490364175,-0.10260047271980398,-1.8092037327197406,0.471480058572405,-1.1162561783190272,-0.33168136610143234,0.085586335111154,0.12373119927050219,0.924209880833732,0.8796074510061135,-0.7842907236139032,-1.1164238320165283
1.0,1.6027847595130627,0.4010158102684554,0.6149017749723519,-0.2763699194621708,0.057772546427302444,-0.9281133926378546,0.5083240969541708,-0.6899260483356148,-3.6228859310467327,0.085586335111154,0.1120958310460531,0.9677086276511436,0.9225965201280611,-0.8279986403830046,-1.2953441674097734
1.0,1.6187499661820874,0.4258480802104756,0.6297976265034201,-0.2553388448332958,-0.1943413773030281,-0.9534320805712422,0.5451681353359367,-0.9204923431225625,-0.7025213170811845,0.10216862468914636,-0.17714163117194665,1.0112073744685548,0.9655855892500093,-0.8935605155366565,-1.4384804357243697
1.0,1.650680379520137,0.45068035015249575,0.45104740813060384,-0.2923485710190919,-0.1200560394296931,-0.9787507685046297,0.5758715006540749,-1.1206064857678377,-0.5171013415913084,0.10216862468914636,-0.16547558393139544,1.0329567478772603,1.008574658371957,-0.9700493698825841,-1.5816167040389655
1.0,-0.4008486774495436,-0.20323609165403522,0.8433048317820613,0.08437967812238684,-0.2205247273678618,1.2189113441134074,-0.21627532455389104,-0.5072131354855809,0.456353529730541,-0.31238861476066243,0.4021618538456205,-0.8374893652714276,-0.8614498484327742,1.056905270284494,1.8536537355113412
1.0,-0.3928660741150312,-0.20323609165403522,0.9301972990466245,0.17218598485148773,-0.220623906724168,1.1885289185933423,-0.2101346514902634,-0.4202069865093742,0.456353529730541,-0.31238861476066243,0.3958927438407467,-0.8374893652714276,-0.8614498484327742,1.0459782910922186,1.8536537355113412
1.0,-1.2470046309078553,-0.1949586683400285,0.9475757924995373,0.2471060867673894,-0.22042554801155562,1.1581464930732772,-0.2101346514902634,-0.3288505300843572,0.31728854811313395,-0.31238861476066243,-0.14703336402140815,-0.8374893652714276,-0.8614498484327742,1.040514801496081,1.8178696684326916
1.0,-1.2470046309078553,-0.1949586683400285,0.8879923863752652,0.45792790835606306,-0.22032636865524943,-1.6066542292526402,-0.2101346514902634,-0.02867931611644456,0.31728854811313395,-0.31238861476066243,0.3833564261855376,-0.8374893652714276,-0.8614498484327742,1.0077338639192548,1.7820856013540434
1.0,-0.3769008674460065,-0.1866812450260218,0.8979229540626441,-0.290762389742796,-0.2189378576669628,1.0973816420331468,-0.20399397842663575,0.2584409755050374,0.456353529730541,-0.31238861476066243,0.37720940759134325,-0.8374893652714276,-0.8614498484327742,0.9312450095733279,1.674733400118096
1.0,-0.33698785077344456,-0.1866812450260218,0.9426105086558481,0.3974928763033881,-0.22032636865524943,1.0669992165130822,-0.20399397842663575,0.7282741799765533,0.456353529730541,-0.31238861476066243,-0.2012191221085981,-0.8374893652714276,-0.8614498484327742,0.8875370928042264,1.5673811988821487
1.0,-0.33698785077344456,-0.1866812450260218,0.9624716440306055,0.4064158558835922,-0.220623906724168,1.036616790993017,-0.20399397842663575,0.3062943574419512,0.409998535858072,-0.31238861476066243,-0.14581741875109533,-0.8374893652714276,-0.8614498484327742,0.8766101136119511,1.4958130647248509
1.0,-0.3130400407699075,-0.1866812450260218,0.9004055959844888,0.23124264325058017,-0.220623906724168,1.006234365472952,-0.1978533053630081,0.23233913081217558,0.31728854811313395,-0.31238861476066243,-0.1512854813318313,-0.815739991862722,-0.8614498484327742,0.8547561552274003,1.4958130647248509
1.0,-0.3290052474389322,-0.17840382171201508,0.7986172771888573,0.14908997037732258,-0.220623906724168,0.9809156775395644,-0.1978533053630081,0.3149949723395717,0.31728854811313395,-0.31238861476066243,-0.15187230092025375,-0.815739991862722,-0.8614498484327742,0.8219752176505744,1.424244930567553
1.0,-0.3290052474389322,-0.17840382171201508,0.7439991549082747,-0.3427579759192478,-0.220623906724168,0.9505332520194993,-0.1978533053630081,0.3889501989693473,0.6417735052204171,-0.31238861476066243,0.3477030227021028,-0.815739991862722,-0.8399553138718003,0.811048238458299,1.4958130647248509
1.0,-1.239022027573343,-0.17840382171201508,0.7688255741267214,0.0115954227416673,-0.220623906724168,0.9201508264994342,-0.1978533053630081,0.38459989152053703,0.6417735052204171,-0.31238861476066243,0.3417859618602555,-0.815739991862722,-0.8399553138718003,0.7837307904776105,1.4958130647248509
1.0,-0.24917921409380847,-0.17840382171201508,0.7663429322048767,-0.36469574370145447,-0.220623906724168,0.8897684009793695,-0.19171263229938046,0.9849423194563631,0.5490635174754791,-0.31238861476066243,-0.15352635560144634,-0.7939906184540162,-0.8399553138718003,0.7564133424969222,1.531597131803499
1.0,-0.24119661075929608,-0.17012639839800836,0.8135131287199252,-0.13008880747831725,-0.220623906724168,0.8593859754593044,-0.19171263229938046,1.0240950864956562,0.409998535858072,-0.31238861476066243,-0.154242464315108,-0.7939906184540162,-0.8399553138718003,0.7891942800737483,1.4958130647248509
1.0,-1.2470046309078553,-0.2611780548520823,-0.15471722079949488,-0.22935452300858458,-0.21933457509218757,0.8087485995925294,-0.2654007090629122,-0.642072666398701,0.409998535858072,-0.31238861476066243,-0.20761224007536544,-0.5982462577756652,-0.6035154337010872,0.5870451650166539,0.2075866498934854
1.0,-0.3609356607769817,-0.2611780548520823,-0.18450892386163092,-0.2385543134454704,-0.21963211316110612,0.7682386988991091,-0.2654007090629122,-0.611620514257029,0.50270852360301,-0.31238861476066243,-0.20392483812936144,-0.5982462577756652,-0.6035154337010872,0.5706546962282409,0.2075866498934854
1.0,-0.3769008674460065,-0.2611780548520823,-0.15968250464318423,-0.24155448124191012,-0.220623906724168,0.7327925357923668,-0.2654007090629122,-0.642072666398701,0.50270852360301,-0.31238861476066243,-0.16711906208922106,-0.6199956311843708,-0.6035154337010872,0.5488007378436902,0.2075866498934854
1.0,-0.32102264410441983,-0.2611780548520823,-0.11002966620629094,-0.24903520403539844,-0.220623906724168,0.6973463726856242,-0.2654007090629122,-0.9770463399570968,0.50270852360301,-0.31238861476066243,-0.16720908320958364,-0.6199956311843708,-0.6035154337010872,0.5324102690552771,0.2075866498934854
1.0,-0.28909223076637036,-0.2611780548520823,-0.07527267930046545,-0.2698888277974116,-0.22042554801155562,0.6619002095788818,-0.2654007090629122,-0.6072702068082187,0.456353529730541,-0.31238861476066243,-0.16718452296069114,-0.6199956311843708,-0.6035154337010872,0.48323886269003796,0.06445038157888983
1.0,-0.24917921409380847,-0.2611780548520823,-0.14230401119027158,-0.2830438344075446,-0.220623906724168,-1.6421003923593827,-0.2654007090629122,-0.611620514257029,0.409998535858072,-0.31238861476066243,-0.16702448383597152,-0.6199956311843708,-0.6035154337010872,0.5105563106707264,-0.0786858867357064
1.0,-1.2310394242388307,-0.2611780548520823,-0.14230401119027158,-0.3957959343162175,-0.220623906724168,-1.6724828178794477,-0.2654007090629122,-0.9378935729178038,0.2245785603681959,-0.31238861476066243,-0.20760940074023335,-0.6199956311843708,-0.6035154337010872,0.48870235228617565,0.06445038157888983
1.0,-0.28909223076637036,-0.2611780548520823,-0.13485608542473754,-0.3720946774002325,-0.2205247273678618,0.5859441457787192,-0.2654007090629122,-0.716027893028477,0.17822356649572688,-0.31238861476066243,-0.20386809401674685,-0.6199956311843708,-0.6035154337010872,0.41221349794024814,-0.15025402089300482
1.0,-0.21724880075575895,-0.2611780548520823,-0.1298908015810483,-0.2583950407945759,-0.20703633491022022,0.5606254578453318,-0.2654007090629122,-0.5985695919105979,0.13186857262325788,-0.31238861476066243,-0.20761276535236486,-0.6199956311843708,-0.6035154337010872,0.3302611539981829,-0.32917435628624997
1.0,-0.24917921409380847,-0.2611780548520823,-0.07030739545677622,-0.3859424223779549,0.005604205010247418,0.5403705074986215,-0.2654007090629122,-0.3070989928403057,-3.483820949429326,-0.31238861476066243,-0.1657088069191444,-0.6199956311843708,-0.6035154337010872,0.25923578924839363,-0.43652655752219666
1.0,-0.28909223076637036,-0.2611780548520823,-0.17954364001794157,-0.34186279943618236,-0.043787114430234336,0.5201155571519115,-0.2654007090629122,-0.19834130662004737,0.31728854811313395,-0.31238861476066243,-0.2079814956092923,-0.6199956311843708,-0.6035154337010872,0.1991374036908791,-0.43652655752219666
1.0,-0.27312702409734557,-0.2611780548520823,-0.3731897099218257,-0.39326417460765684,-0.22022718929894325,0.5049243443918792,-0.2654007090629122,-0.17223946192718553,0.456353529730541,-0.31238861476066243,-0.20758151846923634,-0.6199956311843708,-0.6035154337010872,0.1390390181333646,-0.47231062460084555
1.0,-0.27312702409734557,-0.2611780548520823,-0.41539462259318505,-0.36492692039643354,-0.21665673247192047,0.4897331316318464,-0.2654007090629122,-0.2418443811081505,0.456353529730541,-0.31238861476066243,-0.20329254658879878,-0.5982462577756652,-0.6035154337010872,0.07347714297971242,-0.47231062460084555
1.0,-0.21724880075575895,-0.2611780548520823,-0.41539462259318505,-0.36719244797469464,-0.21378053113904102,0.46947818128513646,-0.2654007090629122,-0.00692777887239259,0.456353529730541,-0.31238861476066243,-0.20752659153110628,-0.5982462577756652,-0.6035154337010872,0.06801365338357473,-0.36495842336489887
1.0,-0.20926619742124658,-0.2611780548520823,-0.40546405490580634,-0.3788132531269389,-0.21913621637957517,0.4542869685251041,-0.2654007090629122,0.12793175204072751,0.409998535858072,-0.31238861476066243,-0.2027858530378036,-0.5982462577756652,-0.5820208991401132,0.040696205402886314,-0.32917435628624997
1.0,-1.2949002509149297,-0.2611780548520823,1.2852150938704123,5.726055243104356,-0.186902925580064,1.4163971099938295,-0.2654007090629122,1.5069792133136026,0.363643541985603,-0.31238861476066243,-0.1747175204095829,-0.9244868589062504,-0.9259334521156961,1.6633526154557767,2.96295981494946
1.0,-0.855857067516749,-0.2611780548520823,1.3249373646199267,6.275036335929609,-0.20495356842779025,1.3860146844737649,-0.2654007090629122,1.4808773686207404,0.31728854811313395,-0.31238861476066243,0.12015678866607929,-0.9244868589062504,-0.9259334521156961,1.6469621466673638,2.927175747870812
1.0,-0.855857067516749,-0.2611780548520823,1.3646596353694413,6.263746589496719,-0.20088721481923655,1.3606959965403773,-0.2654007090629122,1.4808773686207404,0.363643541985603,-0.31238861476066243,0.11463287636329529,-0.9244868589062504,-0.9259334521156961,1.6305716778789507,2.8556076137135142
1.0,-0.8398918608477243,-0.2611780548520823,1.4316909672592477,5.849386529849993,-0.20177982902599223,1.3303135710203124,-0.2654007090629122,1.411272449439775,0.363643541985603,-0.31238861476066243,-0.2048608959390296,-0.9244868589062504,-0.9259334521156961,1.6141812090905376,2.7482554124775667
1.0,-0.8319092575132119,-0.2611780548520823,1.48630908953983,4.649361637450236,-0.2136813517827348,1.3049948830869247,-0.2654007090629122,1.411272449439775,0.363643541985603,-0.31238861476066243,-0.20486443091126902,-0.9027374854975446,-0.9259334521156961,1.6141812090905376,2.6409032112416195
1.0,-0.8159440508441871,-0.2611780548520823,1.5111355087582767,3.680739757163317,-0.21030925366832443,1.2796761951535371,-0.2654007090629122,1.5417816729040854,0.363643541985603,-0.31238861476066243,-0.20495327370755176,-0.9027374854975446,-0.9259334521156961,1.6032542298982624,2.497766942927024
1.0,-0.8159440508441871,-0.2611780548520823,1.5458924956641023,4.462578835129096,-0.21417724856426576,1.2543575072201496,-0.2654007090629122,1.2285595365897413,0.363643541985603,-0.31238861476066243,-0.20501609399734902,-0.9027374854975446,-0.9259334521156961,1.5814002715137117,2.497766942927024
1.0,-0.8159440508441871,-0.2611780548520823,1.496239657227209,0.09872375197286554,-0.21953293380479993,1.2341025568734396,-0.25926003599928454,1.1198018503694829,0.363643541985603,-0.31238861476066243,-0.20763134880080433,-0.9027374854975446,-0.9259334521156961,1.5650098027252985,2.461982875848374
1.0,-0.8159440508441871,-0.2611780548520823,1.4341736091810924,3.120544415894969,-0.220623906724168,1.208783868940052,-0.25926003599928454,1.102400620574242,0.363643541985603,-0.31238861476066243,-0.20764976188913586,-0.9027374854975446,-0.9259334521156961,1.5486193339368854,2.927175747870812
1.0,-0.8079614475096747,-0.2611780548520823,1.4316909672592477,-0.06814162639392427,-0.21963211316110612,1.1834651810066645,-0.25926003599928454,1.0849993907790003,0.363643541985603,-0.31238861476066243,-0.2076927920130625,-0.9027374854975446,-0.9259334521156961,1.521301885956197,2.927175747870812
1.0,-0.79199624084065,-0.2611780548520823,1.3174894388543927,-0.06277673774953496,-0.2136813517827348,-1.5813355413192527,-0.2654007090629122,1.1372030801647246,0.363643541985603,-0.31238861476066243,-0.2077307539237784,-0.9027374854975446,-0.9259334521156961,1.5103749067639216,3.0703120161854076
1.0,-0.7760310341716252,-0.2611780548520823,1.3497637838383736,1.780056171360273,-0.21159858530030487,-1.6117179668393178,-0.2654007090629122,1.0284453939444664,0.409998535858072,-0.31238861476066243,-0.20520828859243945,-0.9027374854975446,-0.904438917554722,1.4939844379755087,3.034527949106759
1.0,-0.7600658275026005,-0.2611780548520823,1.3174894388543927,-0.3710626727712358,-0.21745016732236996,1.0872541668597921,-0.25926003599928454,1.0588975460861387,0.363643541985603,-0.31238861476066243,-0.2052429284810508,-0.9027374854975446,-0.904438917554722,1.4775939691870956,2.8556076137135142
1.0,-0.7441006208335758,-0.2611780548520823,1.240527539277208,1.3449327293662676,-0.20663961748499546,1.056871741339727,-0.25926003599928454,0.9675410896611214,0.363643541985603,-0.31238861476066243,-0.2077571739371824,-0.9027374854975446,-0.904438917554722,1.4612035003986825,2.99874388202811
1.0,-0.8159440508441871,-0.269455478166089,1.9331846354718705,4.350507816154349,-0.20901992203634398,0.9606607271928546,-0.27154138212653983,2.2856842466506526,0.6417735052204171,-0.31238861476066243,-0.08677080409784012,-0.6634943780017822,-0.6250099682620611,1.4229590732257187,1.3526767964102546
